index,Survived,Pclass,Age,SibSp,Parch,Fare,Fare_COP,TicketSize_encoded,Sex_female,Sex_male,Emb_C,Emb_Q,Emb_S
250,0,3,-0.07928377634524714,0,0,7.25,-0.5024451714361922,2,false,true,false,false,true
251,0,3,0.005536651016088867,1,1,10.4625,-0.4377624888492936,1,true,false,false,false,true
252,0,1,2.804610753940177,0,0,26.55,-0.11384570873513629,1,false,true,false,false,true
253,0,3,0.09035707837742488,1,0,16.1,-0.32425318983493073,1,false,true,false,false,true
254,0,3,-0.07928377634524714,0,2,20.2125,-0.24144928878010735,1,true,false,false,false,true
255,1,3,0.005536651016088867,0,2,15.2458,-0.34145223962971016,1,true,false,true,false,false
256,1,1,-0.07928377634524714,0,0,79.2,0.9462455716384695,0,true,false,true,false,false
257,1,1,0.09035707837742488,0,0,86.5,1.093228788100527,0,true,false,false,false,true
258,1,1,0.5144592151841049,0,0,512.3292,9.667166525013503,0,true,false,true,false,false
259,1,2,1.7867656256041449,0,1,26.0,-0.12491978668775705,1,true,false,false,false,true
260,0,3,-0.07928377634524714,0,0,7.75,-0.4923778278429005,2,false,true,false,true,false
261,1,3,-2.199794460378647,4,2,31.3875,-0.01644415947004004,1,false,true,false,false,true
262,0,1,1.9564064803268169,1,1,79.65,0.9553061808724319,0,false,true,false,false,true
263,0,1,0.9385613519907849,0,0,0.0,-0.6484216535389203,3,false,true,false,false,true
264,0,3,-0.07928377634524714,0,0,7.75,-0.4923778278429005,2,true,false,false,true,false
265,0,2,0.5992796425454409,0,0,10.5,-0.4370074380797967,1,false,true,false,false,true
266,0,3,-0.07928377634524714,4,1,39.6875,0.15067374417860055,1,false,true,false,false,true
267,1,3,-0.33374505842925517,1,0,7.775,-0.4918744606632359,2,false,true,false,false,true
268,1,1,2.465329044494833,0,1,153.4625,2.4414977788321046,0,true,false,false,false,true
269,1,1,0.5144592151841049,0,0,135.6333,2.082512414045075,0,true,false,false,false,true
270,0,1,-0.07928377634524714,0,0,31.0,-0.024246350754841033,1,false,true,false,false,true
271,1,3,-0.33374505842925517,0,0,0.0,-0.6484216535389203,3,false,true,false,false,true
272,1,2,1.023381779352121,0,1,19.5,-0.2557952534005479,1,true,false,false,false,true
273,0,1,0.6841000699067769,0,1,29.7,-0.0504214440973992,1,false,true,true,false,false
274,1,3,-0.07928377634524714,0,0,7.75,-0.4923778278429005,2,true,false,false,true,false
275,1,1,-0.07928377634524714,1,0,77.9583,0.9212443305588889,0,true,false,false,false,true
276,0,3,1.362663488797465,0,0,7.75,-0.4923778278429005,2,true,false,false,false,true
277,0,2,-0.07928377634524714,0,0,0.0,-0.6484216535389203,3,false,true,false,false,true
278,0,3,-1.8605127509333033,4,1,29.125,-0.061998889229684544,1,false,true,false,true,false
279,1,3,0.5144592151841049,1,1,20.25,-0.2406942380106105,1,true,false,false,false,true
280,0,3,-0.07928377634524714,0,0,7.75,-0.4923778278429005,2,false,true,false,true,false
281,0,3,-0.07928377634524714,0,0,7.8542,-0.49027979343805855,2,false,true,false,false,true
282,0,3,-1.097128904681279,0,0,9.5,-0.45714212526637993,2,false,true,false,false,true
283,1,3,-0.8426676225972711,0,0,8.05,-0.48633742168692556,2,false,true,false,false,true
284,0,1,-0.07928377634524714,0,0,26.0,-0.12491978668775705,1,false,true,false,false,true
285,0,3,0.3448183604614329,0,0,8.6625,-0.47400492578514336,2,false,true,true,false,false
286,1,3,-0.07928377634524714,0,0,9.5,-0.45714212526637993,2,false,true,false,false,true
287,0,3,-0.5882063405132631,0,0,7.8958,-0.4894421904510967,2,false,true,false,false,true
288,1,2,1.108202206713457,0,0,13.0,-0.3866707201133387,1,false,true,false,false,true
289,1,3,-0.5882063405132631,0,0,7.75,-0.4923778278429005,2,true,false,false,true,false
290,1,1,-0.07928377634524714,0,0,78.85,0.9391984311231654,0,true,false,false,false,true
291,1,1,-0.07928377634524714,1,0,91.0792,1.1854295476653287,0,true,false,true,false,false
292,0,2,-0.07928377634524714,0,0,12.875,-0.3891875560116616,1,false,true,true,false,false
293,0,3,-0.41856548579059116,0,0,8.85,-0.470229671937659,2,true,false,false,false,true
294,0,3,-0.07928377634524714,0,0,7.8958,-0.4894421904510967,2,false,true,false,false,true
295,0,1,-0.07928377634524714,0,0,27.7208,-0.09027201697708469,1,false,true,true,false,false
296,0,3,-0.46097569947125916,0,0,7.2292,-0.502863972929673,2,false,true,true,false,false
297,0,1,-2.2846148877399832,1,2,151.55,2.402990189587764,0,true,false,false,false,true
298,1,1,-0.07928377634524714,0,0,30.5,-0.03431369434813264,1,false,true,false,false,true
299,1,1,-0.07928377634524714,0,1,247.5208,4.335332226633904,0,true,false,true,false,false
300,1,3,-0.07928377634524714,0,0,7.75,-0.4923778278429005,2,true,false,false,true,false
301,1,3,-0.07928377634524714,2,0,23.25,-0.18029017645086087,1,false,true,false,true,false
302,0,3,-0.8426676225972711,0,0,0.0,-0.6484216535389203,3,false,true,false,false,true
